Star,Title_cn,Title_en
4星,恩住宿加早餐旅馆,En Hostel
4星,父亲餐厅,Father's resterant
4星,崩密列,Beng Mealea
4星,女王宫,Banteay Srei
4星,班提色玛寺,Banteay Samre
4星,豆蔻寺,Prasat Kravan
4星,斑黛喀蒂,Banteay Kdei
4星,比粒寺,Pre Rup
4星,东湄本寺,Eastern Mebon
4星,圣剑寺,Preah Khan
4星,老市场,Old Market(Psar Chaa)
4星,Cambodian BBQ Restaurant,Cambodian BBQ Restaurant
4星,托玛侬神庙,Thommanon
4星,周萨神庙,Chau Say Tevoda
4星,塔普伦寺,Ta Prohm
4星,巴芳寺,Baphuon
4星,巴戎寺,Bayon Temple
4星,巴肯寺,Phnom Bakheng
4星,吴哥国家博物馆,Angkor National Museum
4星,高棉厨房餐厅,Khmer Kitchen Restaurant
4星,敦煌风飞沙青旅,
3星,平遥天禄客栈,Pingyao Tianlu Hotel
4星,袁记串串香(解放路一段),
4星,锦官堂,
4星,锦里,
4星,龙抄手(春熙路总店),
3星,老妈蹄花总店(东城根街13号店),
4星,鹤鸣茶社,
4星,蜀九香火锅酒楼(百花店),
4星,夫妻肺片(总府路店),
4星,李长清三大炮(锦里店),
4星,宜宾燃面(金家坝街店),
4星,玉林串串香总店(玉林街店),
4星,瓦尔登咖啡西餐厅(青羊店),WALDEN CAFE
4星,香积厨1999(宽巷子店),
4星,宽巷子3号,
4星,锦虹杂酱面,
4星,四方街,
4星,宽窄巷子,
4星,厦门鼓浪屿馨韵园旅馆,Xiamen Lucky Inn
3星,婺源小西湖客栈,
3星,婺源江岭客栈,
4星,西安七贤国际青年旅舍,
4星,爱琴海岸大酒店,
5星,黑马河乡,
5星,茶卡盐湖,
2星,二郎剑景区,
5星,青海湖,Qinghai Lake
3星,苍山索道,
4星,苍山,The CangShan Mountain
4星,洱海,
4星,大理古城,
5星,彝人古镇彝人部落,
5星,桥里桥,
4星,草木本色染坊,
5星,乌镇邮局,
3星,东栅,
4星,乌镇,
5星,华山-南峰,
3星,天梯,
5星,北峰,
5星,鹞子翻身,
5星,长空栈道,
5星,月亮湾,
5星,晓起,
5星,故宫,The Palace Museum
5星,居延海,
5星,胡杨林景区,
4星,卓尔山,
4星,张掖丹霞地质公园,
4星,月牙泉,
5星,雅丹国家地质公园,
4星,汉长城遗址,
4星,河仓城,
3星,西千佛洞,
5星,顺张黄面馆,
4星,水车博览园,
4星,中山桥,
4星,甘肃省博物馆,Gansu Provincial Museum
5星,正宁路夜市,
4星,杜记甜食,
4星,马建烤肉,
5星,马三洋芋片,
4星,马子禄牛肉面(大众巷店),
4星,东峰饭店,
5星,花庭旅馆(鼓浪屿安海花园店),The Garden Hotel (Gulangyu Anhai Garden)
4星,哈尔滨卡兹国际青年旅舍,Harbin Kazy Int'l Youth Hostel
4星,秃顶子山,
4星,火车头酒吧,
4星,老昌春饼(中央街店),
4星,马迭尔冷饮厅,
4星,华梅西餐厅(中央大街店),
5星,老乌家特色小炒,
5星,老刘家肉丸糊辣汤摊,
5星,高家大院,
5星,西安贾三清真灌汤包子馆(北院门总店),
5星,荣盛祥(北院门店),
5星,红红酸菜炒米,
5星,铁志坚腊牛羊肉店(西羊市),
5星,西安秦陵地宫展览馆,
5星,秦始皇兵马俑博物馆,The Museum of the Terracotta Army
5星,秦俑人家饭庄,
5星,大唐芙蓉园,
5星,袁记腊汁肉夹馍,
5星,陕西历史博物馆,
5星,老米家大雨泡馍(西羊市店),
2星,青岛海底世界,
5星,赵小姐的店（鼓浪屿店）,
4星,陈罐西式茶货铺(街心店),CHEN'S TEA SHOP
4星,中街卤味,
5星,大头咖啡,
5星,叶氏麻糍(鼓浪屿店),
5星,潘小莲芒果酸奶(龙头路店),
5星,黄胜记鼓浪屿肉松店,
5星,花与爱丽诗(龙头路总店),
5星,Judy's Café(龙头路店),
5星,月亮湖,
5星,园里火锅(天府三街店),
4星,Kibo Safari Camp,Kibo Safari Camp
4星,Lake Naivasha Sawela Lodge,Lake Naivasha Sawela Lodge
4星,Oltome Mara Magic,Oltome Mara Magic
2星,Bontana hotel,Bontana hotel
4星,Lake Bogoria Spa Resort,Lake Bogoria Spa Resort
4星,Samburu Simba Lodge,Samburu Simba Lodge
4星,乌本桥,U Bein‘s Bridge
4星,瑞光大金塔,Shwedagon Pagoda
3星,茵雅湖,Inya Lake
3星,瑞喜宫塔,Shwezigon Paya
3星,达玛央吉佛塔,Dhammayangyi Pahto
4星,阿南达寺,Ananda Pahto
3星,昂山市场,Bogyoke Aung San Market
4星,奈瓦沙湖,Lake Naivasha
4星,马赛马拉国家野生动物保护区,Masai mara natioanl Reserve
4星,纳库鲁湖国家公园,Lake Nakuru National Park
4星,博格利亚湖,Lake Bogoria
4星,东非大裂谷,East African Great Rift Valley
4星,亚的斯亚贝巴博莱机场,Bole International Airport
4星,101大楼,Taipei 101
5星,虹夕诺雅 轻井泽,Hoshinoya Karuizawa
3星,济州乐天酒店,Lotte Hotel Jeju
5星,吴哥寺,Angkor Wat
3星,路易港市,Port Louis
5星,卢浮宫,Louvre Museum
5星,查理大桥,Charles Bridge
4星,卡梅尔小镇,Carmeltown
3星,旧金山市政厅,San Francisco City Hall
3星,联合广场,Union Square
4星,美国艺术宫,Palace of Fine Arts
2星,旧金山渔人码头,Fishermans Wharf
4星,九曲花街,Lombard Street
5星,金门大桥,Golden Gate Bridge
3星,冰盒峡谷,Ice Box Canyon
5星,纽约纽约过山车,The Roller Coasterat New York New York
2星,弗里蒙特街,Fremont Street
3星,百乐宫音乐喷泉表演,Bellagio's Fountain Show
5星,羚羊峡谷,Antelope Canyon
3星,拉斯维加斯,Las Vegas
5星,大峡谷国家公园,Grand Canyon National Park
5星,黄石大峡谷,The Grand Canyon of the Yellowstone
5星,拉奈岛,Lanai
4星,毛里求斯安娜希塔四季度假酒店,Four Seasons Resort Mauritius at Anahitaa
3星,台北 W 酒店 ,W Taipei
4星,北投丽禧温泉酒店,Grand View Resort Beitou
4星,日月潭涵碧楼酒店,The Lalu Sun Moon Lake
4星,台北诺富特华航桃园机场饭店,Novotel Taipei Taoyuan International Airport
4星,阳明山公园,Yangmingshan National Park
4星,101大楼,Taipei 101
3星,龙山寺,Longshan Temple
4星,太鲁阁公园,Taroko National Park
3星,文武庙,
4星,日月潭国家风景区,Sun Moon Lake
1星,士林夜市,
4星,庞普勒穆斯皇家植物园,Pamplemousses Botanical Gardens
4星,鹿洞火山口,Trou Aux Cerfs Volcano
4星,七色土,Seven Coloured Earth in Chamarel
4星,珊瑚斯特兰德明智选择,Coral Strand Smart Choice
4星,博瓦隆海滩,Beau Vallon Beach
4星,Anse Royale,Anse Royale
4星,可可斯海滩,Anse Cocos
4星,德阿让海滩,
4星,Anse La Reunion,Anse La Reunion
4星,Anse Severe,Anse Severe
4星,La Goulue Cafe,La Goulue Cafe
4星,PK's @ Pasquiere Restaurant & Gastropub,PK's @ Pasquiere Restaurant & Gastropub
4星,Anse La Blague,Anse La Blague
3星,五月谷,
4星,格兰德海滩,
4星,Anse Volbert,Anse Volbert
4星,Anse Boudin,Anse Boudin
4星,Anse Georgette,Anse Georgette
4星,拉齐奥海滩,Lazio beach
4星,普拉兰岛,Praslin Island
4星,鸟岛,Bird Island
4星,黑珍珠餐厅,
4星,马尔代夫马累仁民酒店,Hotel Jen Malé Maldives
5星,马尔代夫柏悦酒店,Park Hyatt Maldives Hadahaa
5星,苏梅岛拉瓦纳安娜塔拉度假酒店,Anantara Lawana Koh Samui Resort
5星,恰姆楚伊乡村酒店,Charm Churee Village
4星,查汶海滩度假酒店,Chaweng Buri Resort
4星,峰点酒店,Peak Point Hotel
1星,圣诞老人村,Santa Claus Village
1星,鹿野苑,Sarnath
1星,德里红堡,Red Fort
4星,Abisko Fjallture,Abisko Fjallture
4星,颐居文昌白金海岸度假酒店,Wenchang Baijin Holiday Hotel
4星,Lassiwala,Lassiwala
4星,"Niros, B restaurant","Niros, B restaurant"
4星,Sam's Cafe,Sam's Cafe
3星,Lulea Vandrarhem&Mini hotel,Lulea Vandrarhem&Mini hotel
4星,甘泉岛,Robert Island
4星,银屿岛,
3星,鸭公岛,
5星,追忆之桥,Bridge of Remembrance
4星,特卡波湖,Lake Tekapo
5星,库克山,Cook Mount
4星,峡湾国家公园,Fiordland National Park
5星,皇后镇,Queenstown
5星,马瑟森湖,Lake Matheson
5星,薄饼岩,Pancake Rocks
5星,逆风角海豹栖息地,Cape Foulwind Seal Colony
5星,阿贝尔·塔斯曼国家公园,Abel Tasman National Park
5星,陶波湖,Lake Taupo
4星,波里尼西亚温泉,Polynesian Spa
5星,怀托摩萤火虫洞,Waitomo Glowworm Caves
4星,安娜普纳峰环线游,
3星,中山路步行街,
5星,那根拉,
5星,贡嘎国际机场,Lhasa Gonggar Airport
5星,拉萨火车站,
5星,京藏铁路,
5星,布达拉宫广场,
5星,南普陀寺,
4星,厦门大学,
5星,仓姑寺甜茶馆,
4星,拉萨邦达仓古建酒店,Lhasa Badacang Hotel
5星,西藏博物馆,
4星,汉庭广州纪念堂地铁站酒店,Hanting Hotel Guangzhou Memorial Hall Subway Station
4星,中山纪念堂,Sun Yat-sen Memorial Hall
4星,白云山,
3星,西宁西凉驿青年旅舍,Xiliangyi Youth Hostel
4星,haripiorko hotel,haripiorko hotel
4星,那烂陀寺,Nalanda Temple
4星,叫个猩猩(热带水果同城配送),
5星,尼玛财康大酒店,
5星,当惹雍错,
4星,萨嘎宾馆,
4星,羊卓雍措,
4星,波密三原色艺术主题酒店,TRICHROMATIC INN
4星,锦江之星（丽江古城七星街店）,Jinjiang Inn (Lijiang Qixing Street)
4星,森提多雅园考拉水疗度假酒店,Sentido Graceland Khao Lak Resort & Spa
4星,曼谷廊曼机场阿玛瑞酒店,Amari Don Muang Airport Bangkok
4星,然乌湖,
5星,盐井正宗面,
5星,神川观景酒店,
5星,七十二拐,
5星,业拉山,
4星,邦达草原,
4星,雾浓顶观景台,
3星,洱海,
4星,惠民腊排骨,
3星,丽江古城,Old Town of Lijiang
3星,金沙江大拐弯观景台,
5星,业拉山,
5星,七十二拐,
3星,满拉水库,
5星,仁青休布错,
4星,五彩沙漠,
4星,拉昂措,
5星,佩古错,
3星,卡若拉冰川,
4星,扎布耶茶卡,
4星,当穹错,
5星,前站牦牛酸奶坊,
4星,通麦天险,
4星,通麦大桥,
5星,帅哥餐厅,
4星,然乌湖,
4星,安久拉山,
4星,达则措,
5星,吴如错,
4星,扎日南木措,
4星,大城府遗址,Grand Palace of Ayutthaya
4星,达差岛,Tachai Island
4星,图纳集团芭东假日酒店,Patong Holiday by Tuana Group
4星,普吉假日酒店,Holiday Inn Resort Phuket
4星,雅江大酒店,
4星,港区秘境公寓,Docklands Private Collection - New Quay
4星,四季港景酒店,Seasons Harbour Plaza
4星,曼谷拉查丹利中心酒店,Grande Centre Point Hotel Ratchadamri Bangkok
4星,康帕斯酒店集团曼谷素坤逸10巷格乐丽雅酒店,Galleria Sukhumvit 10 Bangkok by Compass Hospitality
4星,盛泰澜芭提雅幻影度假村,Centara Grand Mirage Beach Resort Pattaya
4星,Pancakes On The Rocks - Darling Harbour,Pancakes On The Rocks - Darling Harbour
4星,悉尼维多利亚女王大厦,QVB
4星,大妙火锅(锦里店),
4星,洛绒牛场,
5星,大昭寺,
4星,八廓街,
5星,布达拉宫,པོ་ཏ་ལ
4星,哲蚌寺,
4星,扎什伦布寺,
4星,古格王朝都城遗址,
5星,Magic Food Point(素万纳普机场店),
5星,蒂芬妮人妖秀,Tiffany's Show Pattaya
5星,中央购物中心美食广场,Central Festival Food Park
5星,乍都乍周末市场,Chatuchak Weekend Market
4星,大皇宫,Grand Palace
4星,卧佛寺,Temple of the Reclining Buddha
4星,玛哈泰寺,Wat Phra Mahathat
1星,卡沙雅帕王国民宿,Kashyapa Kingdom View Home
4星,坎达拉马遗产酒店,Heritance Kandalama Dambulla
4星,西拉克酒店,Shirak Hotel
1星,Silk Road Hotel,Silk Road Hotel
3星,赛里木湖国家级风景名胜区,
4星,Shah-i-Zinda陵墓群,
4星,Zarina & Azizbek,
1星,Zarina,
5星,班达拉米亚,Band-e-Amir
3星,地狱之门,
5星,Orient Hotel,Orient Hotel
2星,德黑兰大巴扎,Tehran Bazaar
4星,埃里温机场,Zvartnots International Airport
4星,路易斯一世大桥,Dom Luís Bridge
3星,Kibo Safari Camp,Kibo Safari Camp
4星,纳库鲁湖国家公园,Lake Nakuru National Park
4星,温莎城堡,Windsor Castle
4星,西敏寺,Westminster Abbey
4星,安博塞利国家公园,Amboseli National Park
4星,乞力马扎罗国家公园,Mt.Kilimanjaro National Park
4星,奈瓦沙湖,Lake Naivasha
4星,马赛马拉国家野生动物保护区,Masai mara natioanl Reserve
4星,乞力马扎罗山,Mt. Kilimanjaro
5星,蒙马特高地,Montmartre
4星,圣巴托洛梅修道院,St. Bartholomew’s church
3星,圣詹姆斯背包客旅馆,Saint James Backpackers
3星,Primark Stores （Oxford）,Primark Stores (Oxford)
5星,Hungarikum Bisztro,Hungarikum Bisztro
4星,皇家马厩,Royal Mews
5星,惠灵顿农庄酒店,Grange Wellington Hotel
5星,哈罗德百货,Harrods
4星,伦敦市中心国际青年旅舍,YHA London Central
4星,Paul Smith折扣店,Paul Smith Sale Shop
5星,格伦芬南高架桥,Glenfinnan Viaduct
5星,考德站,Betws-y-Coed Railway Station
4星,巴斯温泉火车站,
5星,Sally Lunn's,Sally Lunn's
4星,REM酒店,REM Hotel
5星,曼彻斯特市中心大不列颠酒店,Britannia Hotel City Centre Manchester
5星,钟摆酒店 ,Pendulum Hotel
4星,曼彻斯特城中心体育场智选假日酒店,Holiday Inn Express Manchester City Centre Arena
4星,曼彻斯特机场酒店,Airport Hotel Manchester
5星,曼彻斯特海利校长会议酒店,The Principal Manchester
4星,Wasabi Sushi and Noodle Bar,Wasabi Sushi and Noodle Bar
4星,"Nando's - Manchester, Oxford Road","Nando's - Manchester, Oxford Road"
4星,Hilton,Hilton
5星,太湖粤菜馆,Tai Wu Cantonese Restaurant
5星,里士满公园,Richmond Park
5星,夏洛克·福尔摩斯酒吧,The Sherlock Holmes Pub
5星,西敏寺,Westminster Abbey
5星,LSE诺森伯兰公寓,LSE Northumberland House
5星,英国国家美术馆,TheNationalGallery
4星,伦敦塔,Tower of London
5星,白金汉宫,Buckingham Palace
4星,金丝雀码头,Canary Wharf
5星,圣詹姆斯公园,St James' Park
4星,格林公园,Green Park
4星,斯坦斯特德机场,London Stansted Airport
5星,The Hoo Guest House,The Hoo Guest House
5星,Isle Of Wight Coastal Footpath,Isle Of Wight Coastal Footpath
4星,Ryde Harbour,Ryde Harbour
5星,尼德尔斯公园,The Needles Park
5星,皇家码头酒店,Royal Pier
5星,巴斯教堂,Bath Abbey
4星,卡斯凯什滨海,Marina de Cascais
5星,圣米歇尔山修道院,
5星,奥贝奇圣皮埃尔酒店,Auberge Saint Pierre
5星,塞纳河,Seine River
5星,巴黎凯旋门,
5星,巴黎圣母院,
5星,香榭丽舍大街,Champs Elysees
5星,法国圣心大教堂,
5星,红磨坊,
5星,Paul,Paul
5星,先贤祠,Pantheon
5星,卢浮宫,Louvre Museum
5星,凡尔赛宫,Château de Versailles
5星,莎士比亚书店,Shakespeare&Company
4星,巴黎夏尔戴高乐机场,Charles De Gaulle International Airport
5星,双风车咖啡,
4星,双风车咖啡馆,Cafe des Deux Moulins
4星,布达王宫,Buda Castle
5星,圣伊什特万大教堂,St. Stephen's Basilica
4星,英雄广场,Heroes' Square
5星,渔人堡,Fisherman's Bastion
4星,自由桥,Liberty Bridge
4星,Robinson Restaurant,Robinson Restaurant
4星,布达佩斯中央市场,Great Market Hall
4星,Soul Cafe and Restaurant,Soul Cafe and Restaurant
5星,马加什教堂,Matthias Church
4星,塞切尼链桥,Chain Bridge
5星,匈牙利国会大厦,Hungarian Parliament Building
5星,圣伊什特万大教堂,St. Stephen's Basilica
4星,斯诺登布林归南国际青年旅舍,YHA Snowdon Bryn Gwynant
5星,斯旺西海滩,Swansea Beach
4星,林帕德恩湖,Llyn Padarn
4星,兰迪德诺站,Llandudno Railway Station
4星,Pete's Cafe,Pete's Cafe
5星,麦瑞发旅馆,Marianfa
4星,Wlesh Highland Railway,Wlesh Highland Railway
4星,斯诺登山峰铁路,Snowdon Mountain Railway
4星,Snowdon Honey Farm and Winery,Snowdon Honey Farm and Winery
4星,Dolbadarn Castle,Dolbadarn Castle
4星,Pete's Cafe,
4星,斯诺登尼亚国家公园,Snowdonia National Park
4星,兰迪德诺湾,Llandudno Bay
5星,赫尔辛基－万塔机场,Helsinki Vantaa Airport
5星,英威尔洛奇城堡酒店,Inverlochy Castle Hotel
4星,高街,
5星,二世党人号蒸汽火车,Jacobite Steam Train
5星,本尼维斯山,Ben Nevis
5星,尼斯湖,Loch Ness
5星,比阿特丽克斯•波特故居山顶,Beatrix Pottery House Hill Top
5星,格拉斯米尔湖,Grasmere
5星,温德米尔湖,Lake Windermere
5星,圣安德鲁斯大教堂,St Andrews Cathedral
4星,英国高尔夫博物馆,British Golf Museum
4星,Macdonald Busacks Hotel,Macdonald Busacks Hotel
5星,利物浦约翰·列侬机场,Liverpool John Lennon Airport
4星,利物浦大教堂,Liverpool Cathedral
5星,中国城,Chinatown
5星,甲壳虫乐队传奇博物馆,The Beatles Story
4星,曼城中心长途汽车站,Manchester Central Coach Station
5星,曼彻斯特机场,Manchester Airport
5星,帕丁顿车站,Paddington Station
5星,维多利亚车站,Victoria Railway Station
4星,卢顿机场,London Luton Airport
5星,盖特威克机场,Gatwick Airport
5星,伦敦希思罗国际机场,London Heathrow International Airport
5星,萨尔茨堡机场,Salzburg Airport
5星,迪拜国际机场 (DXB),Dubai Intertiol Airport (DXB)
3星,维也纳国际机场,Vienna International Airport
5星,拉德克里夫图书馆,Radcliffe Camera
5星,植物园,Botanic Garden
5星,赫特福德桥,Bridge of Sighs
5星,牛津基督教堂学院,Christ Church Cathedral School
5星,Turf Tavern,Turf Tavern
4星,查茨沃斯庄园,Chatsworth House
4星,鹰巢,The Eagle's Nest
5星,Obersee湖,Obersee湖
5星,国王湖,Konigssee
5星,阿尔勒竞技场,Arènes d'Arles
5星,阿尔勒,Arles
4星,Formula-1,
5星,圣十字湖,Lac de Sainte-Croix
5星,阿维尼翁断桥,Pont Saint-Benezet
4星,阿维尼翁,Avignon
5星,石头城,Gordes
5星,塞南克修道院,Abbaye de senanque
4星,瓦朗索勒,Valensole
5星,马诺斯克,Manosque
4星,国家肖像美术画廊,National Portrait Gallery
5星,谢赫·劳夫清真寺,Sheikh Lotfolah Mosque
5星,四十柱宫,Palace of Forty Columns
5星,星期五清真寺,Jumah Mosque
5星,伊玛目广场,Imam Square
5星,三十三孔桥,Bridge of 33 Arches
5星,斯卡拉广场,
5星,最后的晚餐,L'Ultima Cena
5星,米兰大教堂,Church of Duomo
5星,兰布拉大道,
3星,尼德尔斯古炮台,The Needles Battery
3星,Collwell Bay,Collwell Bay
3星,曼彻斯特市政厅,Town Hall
4星,曼彻斯特博物馆,The Manchester Museum
3星,曼彻斯特中央图书馆,Manchester Central Library
5星,曼彻斯特大学,The University of Manchester
3星,艾伯特广场,Albert Square
3星,约翰赖兰兹图书馆,John Rylands Library
3星,曼彻斯特教堂,Manchester Cathedral
4星,老特拉福德,OldTraffordStadium
3星,Apollo Theatre,Apollo Theatre
4星,伦敦塔桥,Tower Bridge
4星,圣保罗大教堂,St. Paul's Cathedral
4星,格林威治皇家天文台,Royal Observatory Greenwich
4星,自然历史博物馆,Natural History Museum
5星,大本钟,Big Ben
4星,特拉法加广场,Trafalgar Square
4星,伦敦塔桥,Tower Bridge
4星,伦敦眼,London Eye
4星,泰晤士河,RiverThames
4星,大英博物馆,British Museum
4星,加泰罗尼亚广场,
3星,贝伦蛋挞,
4星,贝伦塔,Belem Tower
5星,圣若热城堡,
4星,四只猫咖啡馆,Els 4Gats
5星,米拉之家,
3星,诺坎普球场,
2星,毕加索博物馆,Picasso Museum
3星,加泰罗尼亚音乐厅,Palace of Catalan Music
4星,哥伦布纪念塔,ColumbusMonument
4星,巴特罗之家,
3星,米拉之家,
4星,古埃尔公园,
4星,巴塞罗那大教堂,
3星,特茹河,
3星,自由大道,Avenida da Liberdade
3星,圣胡斯塔升降机,SantaJustaLift
4星,4月25日大桥,25 of Abril Bridge
3星,里斯本主教座堂,Lisbon Cathedral
3星,Tram 28,Tram 28
4星,佩纳宫,Park and National Palace of Pena
4星,罗卡角,Cape Roca
4星,埃马努埃莱二世长廊,Galleria Vittorio Emanuele II
4星,五色海,
4星,仙乃日,
4星,亚丁,
1星,红草地,
1星,理塘,
3星,剪子弯山,
3星,新都桥镇,
3星,雅拉雪山风景区,Zhara Snow Mountian
4星,道孚县台站沟自然保护区,
5星,伊斯法罕,ESFAHAN
5星,马苏麦哈清真寺,Mosque Masumeh in Qom
5星,库姆神学院,seminarium
5星,埃马努埃莱二世长廊,Galleria Vittorio Emanuele II
5星,米兰黄金四角区,
4星,Gelato Giusto,Gelato Giusto
4星,朱塞佩·梅阿查球场,
4星,热罗尼莫斯修道院,Jerónimos Monastery
4星,有轨电车,
4星,里斯本机场,Lisbon Portela Airport
4星,波盖利亚市场,
4星,武汉晴川假日酒店,Holiday Inn Wuhan Riverisde
4星,厦门鼓浪屿留下精品客栈,
5星,普吉岛蓝猴住宿加早餐旅舍,Blu Monkey Bed & Breakfast Phuket
5星,拉查酒店,The Racha
4星,普吉岛班芝温泉度假酒店,Ban Raya Resort and Spa
5星,萨瓦斯德乡村酒店,Sawasdee Village
5星,瓦比萨比拉亚丽娜独特海滨精品度假酒店,Layalina Hotel
4星,皇帝岛,Ko Racha Yai
4星,西塘梅苑客栈,
4星,陆稿荐,
5星,独库公路,
5星,花海那拉提,
4星,喀拉峻草原,
5星,琼库什台村,Qiong ku shen tai
5星,夏塔旅游区,
5星,喀赞其民俗村,
4星,霍城薰衣草,
4星,解忧公主薰衣草庄园,
5星,果子沟森林公园,
5星,赛里木湖国家级风景名胜区,
5星,独山子大峡谷,
5星,红山大峡谷,
5星,Old China Cafe,Old China Cafe
5星,中央艺术坊,
5星,热浪岛,Redang Marine Park Centre
5星,云顶高原,Genting Highlands
5星,Pavilion Mall,Pavilion Mall
5星,瓜雪皇家山,
5星,天空之镜,Sky mirror
5星,Sky bar,
5星,阿罗街,Jalan Alor
5星,吉隆坡商贸饭店 (Traders Hotel by Shangri-La),Traders Hotel by Shangri-La
5星,国家石油公司双峰塔,Petronas Twin Towers
5星,苏州博物馆,Suzhou Museum
5星,暗恋桃花源(苏州中心店),
5星,苏州中心,
5星,奕亭,
5星,奕欧来购物村,
5星,耦园,
5星,七里山塘,
5星,老苏州大客堂·特色小吃(山塘街店),
5星,九狮峰,
5星,狮子林,
4星,拙政园,Humble Administrator Garden
5星,聚兴记,
5星,平江路,
4星,璞仓客栈（苏州平江路店）,
5星,曼谷胜利行政公寓,The Victory Executive Residences Bangkok
4星,Montien House Restaurant,
5星,安帕瓦水上市场,Amphawa Floating Market
5星,树中佛寺,Wat Bang kung
5星,美功铁路市场,MaeKlongMarket
5星,祖父石和祖母石,Hin Ta & Hin Yai Rocks
5星,大佛寺,Big Buddha Temple
5星,苏梅岛,Koh Samui
5星,查汶海滩,Hat Chaweng
5星,以色列博物馆,Israel Museum
5星,大卫塔博物馆,Tower of David Museum
5星,大屠杀纪念馆,Yad Vashem Holocaust Memorial
5星,Mahane Yehuda Market,Mahane Yehuda Market
5星,西墙（哭墙）,TheWesternWall
5星,圣墓教堂,Church of the Holy Sepulchre
5星,苦路,via dolorosa
5星,橄榄山,Mount of Olives
5星,马萨达国家公园,Masada national Park
5星,加利利湖,Lake Tiberias
5星,阿卡古城,Akko
5星,巴哈伊空中花园/大同教圣殿及花园,Bahai Gardens
5星,拉宾广场,
5星,The Carmel Market,The Carmel Market
5星,特拉维夫港口,Tel Aviv Port
5星,雅法老城,Jaffa Old City
4星,斯库塔广场哈里酒店 - 巴厘岛,HARRIS Hotel Kuta Galleria - Bali
5星,小扇贝海鲜加工店(新民街店),
4星,新加坡樟宜机场,Singapore Changi Airport
4星,乐天免税店仁川机场店,
4星,仁寺洞,Insadong
4星,光化门,Gwanghwamun Gate
4星,三清洞路,Samcheongdong-gil Road
4星,北村韩屋村,Bukchon Hanok Village
4星,云岘宫,Unhyeongung
5星,弘益大学,Hongik University
5星,梨花女子大学,Ewha Womans University
5星,Line Friends Store(林荫道旗舰店),Line Friends Store(林荫道旗舰店)
5星,新沙洞林荫道,
5星,明洞,
5星,南山缆车,
4星,N首尔塔,N Seoul Tower
5星,梨泰院购物街,Itaewon
5星,新罗免税店首尔店,The Shilla Duty Free
5星,东大门设计广场,Dongdaemun Design Plaza
4星,花柏山公园,Mount Faber
5星,PS Cafe,PS.Cafe Ann Siang Hill
3星,安详山,Ann Siang Hill
4星,克拉码头,Clarke Quay
4星,松发肉骨茶(克拉码头),Song Fa Bak Kut Teh (Clarke Quay)
5星,圣安德烈教堂,St Andrew's Cathedral
4星,哈芝巷,Haji Lane
4星,小印度,Little India
4星,无招牌海鲜(怡丰城店),No Signboard Seafood(Vivo City)
4星,马里安曼兴都庙,Sri Mariamman Temple
4星,牛车水,Chinatown
4星,新加坡摩天观景轮,Singapore Flyer
4星,新加坡美食汇,Singapore Food Treats
4星,新加坡滨海湾花园,Gardens by the Bay
4星,文东记,Boon Tong Kee
4星,新加坡红点设计博物馆,Red Dot Design Museum
4星,双螺旋桥,The Helix Bridge
4星,鱼尾狮公园,Merlion Park
4星,乌节路,Orchard Road
3星,哈尔滨黄金宾馆,
5星,红石峡,
4星,焦作云台天阶国际饭店,Tiantai Yunjie International Hotel
4星,七星湖沙漠生态旅游区,
4星,响沙湾,Xiangsha Desert
4星,库布齐沙漠,
5星,猕猴谷,
4星,潭瀑峡,
4星,凤凰岭,
4星,泉瀑峡,
3星,五当召,
4星,妙法禅寺,
4星,赛汗塔拉公园,
4星,长白山万达假日度假酒店,Holiday Inn Resort Changbaishan
4星,蛤蟆坝景区,
4星,克什克腾旗公主湖度假村,
4星,聚龙泉,
3星,三亚阿牛炒冰(旗舰店),
4星,冲绳奥特莱斯购物中心,Outlet Mall ASHIBINAA
5星,Francfranc,Francfranc
4星,波之上神宫,Naminoue-gu Shrine
5星,冲绳世界文化王国·玉泉洞,Gyukusendo Cave
5星,美国村,Mihama American Village
5星,冲绳美军基地,
5星,盐屋(国际通店),
5星,冲绳水果乐园,Okinawa Fruits Land
5星,冲绳美丽海水族馆,Okinawa Churaumi Aquarium
5星,御菓子御殿(恩纳店),Okashigoten
5星,万座毛,Cape Manza
5星,琉球村,RyukyuMura
3星,新宿华盛顿酒店,Shinjuku Washington Hotel
3星,秋叶原,Akihabara
3星,镰仓高校前站,Kamakura Kokomae Station
3星,东京塔,Tokyo Tower
3星,东京都政府办公楼,Tokyo Metropolitan Government Buildings
4星,明治神宫,Meiji Jingu Shrine
4星,秋叶原地铁站,
4星,上野公园,Ueno Park
4星,强罗公园,Gora Park
4星,芦之湖,Lake Ashi
4星,大涌谷,Owaku-dani Valley
4星,西街,West Street
4星,圣索菲亚大教堂,
4星,塔顶阳光国际青年旅舍,
4星,巴德岗,Bhadgaon
4星,帕坦博物馆,
4星,帕坦杜巴广场,Patan Durbar Square
4星,帕坦,Patan
4星,羊卓雍措,
4星,大昭寺,
4星,坎布拉国家森林公园,
4星,塔尔寺,
4星,Tulum,Tulum
4星,奇琴伊查,Chichen Itza
4星,玛雅珍珠度假村及水疗酒店-全包-仅限情侣,Desire Riviera Maya Pearl Resort
4星,Omni Cancun Hotel & Villas,Omni Cancun Hotel & Villas
4星,奥斯陆尼达兰丽笙酒店,"Radisson Blu Hotel Nydalen, Oslo"
4星,Chateau de Feuilles,Chateau de Feuilles
